mbid,composition,is_metal,spg_num,crys_sys
mb-mp-is-metal-090620,V1 B2,True,191,hexagonal
mb-mp-is-metal-058220,Mo4 O12,False,1,triclinic
mb-mp-is-metal-083061,Li1 Tm2 Rh1,True,225,cubic
mb-mp-is-metal-027221,Pr3 Cd1,True,139,tetragonal
mb-mp-is-metal-039757,Mn4 O8,False,227,cubic
mb-mp-is-metal-033460,Cu4 H6 Cl2 O6,True,12,monoclinic
mb-mp-is-metal-041341,Ag6 Sb2 S6,False,161,trigonal
mb-mp-is-metal-056689,Co4 As4 Se4,False,198,cubic
mb-mp-is-metal-068927,Cd10 I20,False,156,trigonal
mb-mp-is-metal-081568,Gd8 Te12,False,62,orthorhombic
mb-mp-is-metal-024751,Sn4 P12 O36,True,19,orthorhombic
mb-mp-is-metal-053807,Mn1 O2,False,164,trigonal
mb-mp-is-metal-066283,W8 O24,False,60,orthorhombic
mb-mp-is-metal-081778,Li1 Al2 Rh1,True,225,cubic
mb-mp-is-metal-016918,Li4 V1 F7,True,216,cubic
mb-mp-is-metal-074802,Mn2 Sb4 Se8,False,12,monoclinic
mb-mp-is-metal-078102,Gd2 Cu6 S6,False,148,trigonal
mb-mp-is-metal-014749,Eu6 O9,True,12,monoclinic
mb-mp-is-metal-002076,Pb4 O6,False,11,monoclinic
mb-mp-is-metal-070933,Ga4 Te6,False,9,monoclinic
mb-mp-is-metal-063038,Li2 Mn4 P4 O16,True,4,monoclinic
mb-mp-is-metal-036062,Ni8 P4 O20,True,62,orthorhombic
mb-mp-is-metal-070216,Ga2 Cu2 O4,False,194,hexagonal
mb-mp-is-metal-049859,Tl1 Cu6 S4,True,139,tetragonal
mb-mp-is-metal-089030,Th8 Se20,False,60,orthorhombic
mb-mp-is-metal-035713,Nd2 Cr2 Ge6,True,194,hexagonal
mb-mp-is-metal-093487,Mg18 Rh6,True,185,hexagonal
mb-mp-is-metal-061824,Ag4 S2,False,2,triclinic
mb-mp-is-metal-095629,In2 Sb4 S8 Br2,False,12,monoclinic
mb-mp-is-metal-093847,Eu6 B2 W2 O18,True,173,hexagonal
mb-mp-is-metal-043141,Li4 Ti5 Cr3 O16,True,8,monoclinic
mb-mp-is-metal-087381,Gd4 Ge4 Ru4,True,62,orthorhombic
mb-mp-is-metal-082117,Tm2 Mg1 Tl1,True,225,cubic
mb-mp-is-metal-039734,Sm6 O9,False,12,monoclinic
mb-mp-is-metal-049219,Cs4 In4 I12,False,2,triclinic
mb-mp-is-metal-034891,Tb24 Pb4 Se40,False,1,triclinic
mb-mp-is-metal-040788,Li6 Mn4 P6 O24,False,15,monoclinic
mb-mp-is-metal-064726,Ce4 Si4 Ir4,True,198,cubic
mb-mp-is-metal-069984,Cd10 I20,False,156,trigonal
mb-mp-is-metal-087142,Sm2 Ir1 Pd1,True,225,cubic
mb-mp-is-metal-059829,Ti2 O4,False,15,monoclinic
mb-mp-is-metal-103669,Cu3 As1 Se4,True,121,tetragonal
mb-mp-is-metal-013972,Li4 Mn2 O4 F2,False,1,triclinic
mb-mp-is-metal-008011,Li24 Cu24 P24 O96,True,169,hexagonal
mb-mp-is-metal-028941,Li6 Ni5 O10,True,2,triclinic
mb-mp-is-metal-054155,Li8 Ti4 Mn12 O32,False,1,triclinic
mb-mp-is-metal-097519,Dy3 Ag3 Ge3,True,189,hexagonal
mb-mp-is-metal-023921,Fe16 O16 F16,False,2,triclinic
mb-mp-is-metal-068772,Sn4 O4,False,64,orthorhombic
mb-mp-is-metal-002237,Y2 Co2 O6,True,194,hexagonal
mb-mp-is-metal-102279,Sr2 Mg1 Ir1 O6,True,225,cubic
mb-mp-is-metal-066219,Te4 Mo2,False,164,trigonal
mb-mp-is-metal-052194,Li1 Al3,True,139,tetragonal
mb-mp-is-metal-031640,Sb1 Pb1 I1 O2,False,107,tetragonal
mb-mp-is-metal-023664,In1 Cu1 Se2,False,156,trigonal
mb-mp-is-metal-083019,Ti2 Tc1 Pd1,True,225,cubic
mb-mp-is-metal-011136,Fe6 O7 F5,True,1,triclinic
mb-mp-is-metal-102314,Sr4 In32 Rh8,True,55,orthorhombic
mb-mp-is-metal-052763,Lu4 Mn4 Si4,True,62,orthorhombic
mb-mp-is-metal-089543,Nd1 Al4 Ge2 Au1,True,166,trigonal
mb-mp-is-metal-061146,Yb2 Si2 Cu2,True,194,hexagonal
mb-mp-is-metal-101838,Sc12 Si16 Re8,True,15,monoclinic
mb-mp-is-metal-044495,V16 Ag16 I32 O128,False,56,orthorhombic
mb-mp-is-metal-083601,Li3 Yb3 Pb3,True,187,hexagonal
mb-mp-is-metal-014950,Sr2 La6 Mn2 O16,True,63,orthorhombic
mb-mp-is-metal-068796,Zn24 S24,False,156,trigonal
mb-mp-is-metal-036201,Zr10 Al6 C2,True,193,hexagonal
mb-mp-is-metal-053038,Li8 Ti1 Ni7 O16,True,1,triclinic
mb-mp-is-metal-069814,Zn26 S26,False,156,trigonal
mb-mp-is-metal-012794,Sc4 O6,False,148,trigonal
mb-mp-is-metal-101201,Ba6 Ca2 Ir4 O18,True,15,monoclinic
mb-mp-is-metal-086968,Cu2 Ge1 Se3,True,44,orthorhombic
mb-mp-is-metal-002564,Pb4 O8,True,62,orthorhombic
mb-mp-is-metal-095543,Ce6 Ta2 Cl6 O12,True,176,hexagonal
mb-mp-is-metal-058229,Al1 Cu3,True,221,cubic
mb-mp-is-metal-062415,In8 Bi12 Se28 I4,False,62,orthorhombic
mb-mp-is-metal-051847,Li2 Bi2 S4,False,141,tetragonal
mb-mp-is-metal-086610,Bi2 Cl2 O2,False,129,tetragonal
mb-mp-is-metal-100969,Nd1 B1 Rh3,True,221,cubic
mb-mp-is-metal-096276,Cd2 Bi2 Cl2 O4,False,11,monoclinic
mb-mp-is-metal-060395,Mn6 O12,False,84,tetragonal
mb-mp-is-metal-043664,Ge1 Te5 Pb4,False,166,trigonal
mb-mp-is-metal-064855,Cu3 Se2 Cl2 O6,True,12,monoclinic
mb-mp-is-metal-009274,Tl2 Cd1 Te4,False,82,tetragonal
mb-mp-is-metal-048158,Na1 Eu1 O2,True,166,trigonal
mb-mp-is-metal-070443,Rb8 Mo10 P4 O44,False,20,orthorhombic
mb-mp-is-metal-028237,Zn2 Ag2 F10,True,2,triclinic
mb-mp-is-metal-099918,Zr1 Sb1 Ru1,True,216,cubic
mb-mp-is-metal-064826,Bi10 I2 O14,False,12,monoclinic
mb-mp-is-metal-088774,Rb4 V2 Cu2 S8,False,70,orthorhombic
mb-mp-is-metal-077210,La4 Mg8 H28 Pd4,False,19,orthorhombic
mb-mp-is-metal-066720,Ni8 Ge4,True,62,orthorhombic
mb-mp-is-metal-093475,Pr1 Mn2 Si2,True,139,tetragonal
mb-mp-is-metal-002043,Sn8 O16,False,61,orthorhombic
mb-mp-is-metal-063218,Cs8 Ba12 P16 O56,False,19,orthorhombic
mb-mp-is-metal-055468,Ba8 Te8 Mo16 O72,False,4,monoclinic
mb-mp-is-metal-105486,Ba1 B2 Rh2,True,139,tetragonal
mb-mp-is-metal-097722,Sm3 In3 Au3,True,189,hexagonal
mb-mp-is-metal-084659,Er1 N1,False,225,cubic
mb-mp-is-metal-006151,Co6 O6 F6,True,10,monoclinic
mb-mp-is-metal-031802,Li2 Ni2 P4 O14,False,2,triclinic
mb-mp-is-metal-035947,Li2 Ti6 O12,True,70,orthorhombic
mb-mp-is-metal-040049,V4 Bi8 O22,False,5,monoclinic
mb-mp-is-metal-060001,Eu12 Sb16 S36,True,62,orthorhombic
mb-mp-is-metal-053838,Pr16 S24,False,122,tetragonal
mb-mp-is-metal-089199,Mg1 Sb1 Pt1,True,216,cubic
mb-mp-is-metal-085985,Tm1 Au2,True,139,tetragonal
mb-mp-is-metal-071432,Ga4 H4 Se4 O16,False,62,orthorhombic
mb-mp-is-metal-093748,K6 Sm2 As4 S16,False,15,monoclinic
mb-mp-is-metal-067803,Zn8 S8,False,156,trigonal
mb-mp-is-metal-021109,Li4 Mn1 W3 O12,True,1,triclinic
mb-mp-is-metal-019977,V4 O6 F6,False,3,monoclinic
mb-mp-is-metal-077541,Ba8 Ga4 Bi4 S20,False,62,orthorhombic
mb-mp-is-metal-035212,Sm3 Sc1,True,139,tetragonal
mb-mp-is-metal-014131,Fe6 O7 F5,False,1,triclinic
mb-mp-is-metal-047128,Li8 Fe12 Ni4 O32,True,212,cubic
mb-mp-is-metal-036778,Li1 Mn4 O8,False,216,cubic
mb-mp-is-metal-008009,Li24 Cu24 P24 O96,True,170,hexagonal
mb-mp-is-metal-077301,Dy6 Ga2 S12,False,36,orthorhombic
mb-mp-is-metal-089995,Dy1 Rh1,True,221,cubic
mb-mp-is-metal-049054,Li5 Mn3 Fe2 O10,False,2,triclinic
mb-mp-is-metal-030767,Ag1 Pt3,True,221,cubic
mb-mp-is-metal-068254,Ba4 Gd2 Ga2 Te10,False,2,triclinic
mb-mp-is-metal-043190,Ca4 Sn2 S8,False,55,orthorhombic
mb-mp-is-metal-039239,Ca2 Sn1,False,225,cubic
mb-mp-is-metal-060205,Na3 Tl1,True,225,cubic
mb-mp-is-metal-088893,Nb6 V2 S12,True,182,hexagonal
mb-mp-is-metal-098460,Yb2 B2 O6,True,167,trigonal
mb-mp-is-metal-022744,Ba2 Re1 Ni1 O6,True,225,cubic
mb-mp-is-metal-069912,K4 Ge6 B4 O20,False,5,monoclinic
mb-mp-is-metal-032166,Ta8 Nb12 O48,True,14,monoclinic
mb-mp-is-metal-069989,Ba6 B12 O24,False,161,trigonal
mb-mp-is-metal-087973,Zr28 Sb16,True,14,monoclinic
mb-mp-is-metal-088947,Ti1 Te2,True,164,trigonal
mb-mp-is-metal-068884,Cd1 Br2,False,166,trigonal
mb-mp-is-metal-007118,Li2 Fe3 Co1 O8,True,160,trigonal
mb-mp-is-metal-069963,Cd9 I18,False,156,trigonal
mb-mp-is-metal-021711,Nb10 Ge6,True,193,hexagonal
mb-mp-is-metal-019762,Nb12 Cu4 O32,False,14,monoclinic
mb-mp-is-metal-100352,Y4 Si4 Ni4,True,62,orthorhombic
mb-mp-is-metal-062777,Cu1 Br1,False,119,tetragonal
mb-mp-is-metal-082169,Lu1 P1,True,225,cubic
mb-mp-is-metal-051830,Ag1 Bi1 S2,False,166,trigonal
mb-mp-is-metal-020977,Li4 Mn2 O4 F2,True,63,orthorhombic
mb-mp-is-metal-100447,Eu1 Zn2 Si2,True,139,tetragonal
mb-mp-is-metal-057048,Ce6 Ta2 O14,True,63,orthorhombic
mb-mp-is-metal-063308,Sm8 As16 Au8,True,64,orthorhombic
mb-mp-is-metal-088280,Cs2 Y2 Cd2 Se6,False,63,orthorhombic
mb-mp-is-metal-023729,Li6 Ni6 P8 O32,True,4,monoclinic
mb-mp-is-metal-055178,Al1 B2,True,191,hexagonal
mb-mp-is-metal-055120,Li7 Ca8 Nb12 O40,True,1,triclinic
mb-mp-is-metal-091910,Ba2 As4 Pd4,True,139,tetragonal
mb-mp-is-metal-095882,Cs10 Mo42 Se46,True,176,hexagonal
mb-mp-is-metal-079205,Bi2 Te3,False,12,monoclinic
mb-mp-is-metal-088342,Sc1 Ir1,True,221,cubic
mb-mp-is-metal-063183,Pr1 Er1 Mg2,True,225,cubic
mb-mp-is-metal-034166,Li4 Mn3 Cr3 O12,False,10,monoclinic
mb-mp-is-metal-067193,Er2 Lu6,True,194,hexagonal
mb-mp-is-metal-092171,Gd2 Se4,True,129,tetragonal
mb-mp-is-metal-010011,Mn5 O3 F5,True,160,trigonal
mb-mp-is-metal-060202,Sm2 As4 Au2,True,129,tetragonal
mb-mp-is-metal-060245,Ag2 O2,True,15,monoclinic
mb-mp-is-metal-053220,Mn8 O16,False,194,hexagonal
mb-mp-is-metal-087073,Er2 Ag2 Sn2,True,186,hexagonal
mb-mp-is-metal-045213,Cu1 Pt1 O2,True,47,orthorhombic
mb-mp-is-metal-089519,K3 Hg33,True,221,cubic
mb-mp-is-metal-073334,Ba4 Ag4 Sb4 S12,False,15,monoclinic
mb-mp-is-metal-089395,Rb4 Sb4 S8,False,2,triclinic
mb-mp-is-metal-048486,Bi8 O12,False,60,orthorhombic
mb-mp-is-metal-014354,Na4 Tl4,True,194,hexagonal
mb-mp-is-metal-097514,Cd2 Sb4 Se6 Br4,False,12,monoclinic
mb-mp-is-metal-069219,W4 Se8,False,164,trigonal
mb-mp-is-metal-056067,Sr2 Li2 Nb3 O10,True,42,orthorhombic
mb-mp-is-metal-002971,Tl8 Te8,True,140,tetragonal
mb-mp-is-metal-047790,Li1 Cl1,False,225,cubic
mb-mp-is-metal-015879,Li6 Ti6 P8 O32,True,4,monoclinic
mb-mp-is-metal-019779,Li2 Ni2 P4 O14,False,1,triclinic
mb-mp-is-metal-098485,K6 Nb4 As2 Se22,False,9,monoclinic
mb-mp-is-metal-026226,Sm1 Th3,True,221,cubic
mb-mp-is-metal-064273,Yb2 Ga4 Se8,False,66,orthorhombic
mb-mp-is-metal-058171,Ce6 Mn2 Al2 S14,True,173,hexagonal
mb-mp-is-metal-068924,Cd8 I16,False,156,trigonal
mb-mp-is-metal-102261,Tb2 Rh4,True,227,cubic
mb-mp-is-metal-014918,Li8 Mn4 O8 F4,False,15,monoclinic
mb-mp-is-metal-055868,K2 Os4 O12,True,227,cubic
mb-mp-is-metal-006326,Te6 Mo2 W2 S2,False,156,trigonal
mb-mp-is-metal-067985,Cd21 I42,False,156,trigonal
mb-mp-is-metal-066385,W8 O24,False,57,orthorhombic
mb-mp-is-metal-069994,Zn40 S40,False,156,trigonal
mb-mp-is-metal-055185,Sc1 Zn1 Ni2,True,225,cubic
mb-mp-is-metal-091933,Fe12 W12 C2,True,227,cubic
mb-mp-is-metal-100380,Tm10 Ge20 Rh8,True,127,tetragonal
mb-mp-is-metal-046773,Si12 Ru8,False,116,tetragonal
mb-mp-is-metal-059342,Be2 Te2,False,186,hexagonal
mb-mp-is-metal-103541,La2 Cu2 S2 O2,False,129,tetragonal
mb-mp-is-metal-059401,Li4 In4 Si2 Se12,False,9,monoclinic
mb-mp-is-metal-049339,Na2 N2 O4,False,2,triclinic
mb-mp-is-metal-015811,Cd1 Cl2,False,5,monoclinic
mb-mp-is-metal-007255,Tc1 B1,True,187,hexagonal
mb-mp-is-metal-100242,Ag16 Sn2 Se12,False,31,orthorhombic
mb-mp-is-metal-078315,Ba4 Sm2 Ga2 Se10,False,2,triclinic
mb-mp-is-metal-104657,Cs2 Sm2 Hg2 Se6,False,63,orthorhombic
mb-mp-is-metal-066170,Hg2 S2,True,186,hexagonal
mb-mp-is-metal-085129,Ba1 B6,True,221,cubic
mb-mp-is-metal-091570,Rb1 In4,True,139,tetragonal
mb-mp-is-metal-084863,Na12 In8 Au4,True,227,cubic
mb-mp-is-metal-081855,Be1 Ga1 Rh2,True,225,cubic
mb-mp-is-metal-084637,Mo8 O24,False,14,monoclinic
mb-mp-is-metal-097758,Eu2 Cl6 O24,True,176,hexagonal
mb-mp-is-metal-068809,Zn18 S18,False,156,trigonal
mb-mp-is-metal-102336,Rb4 Te2 I12,False,128,tetragonal
mb-mp-is-metal-026275,Rb1 Mn1 Te2,True,119,tetragonal
mb-mp-is-metal-101872,Ho4 Pd4 Pb2,True,127,tetragonal
mb-mp-is-metal-062182,Zn2 Te2,False,186,hexagonal
mb-mp-is-metal-066038,Co4 Sb8,True,14,monoclinic
mb-mp-is-metal-051283,Li4 Mn4 P8 O28,False,14,monoclinic
mb-mp-is-metal-041785,In4 S6,False,167,trigonal
mb-mp-is-metal-090674,In2 Ag2 Se4,False,122,tetragonal
mb-mp-is-metal-039312,Tb4 Sb8,True,64,orthorhombic
mb-mp-is-metal-001640,Fe4 O6,False,15,monoclinic
mb-mp-is-metal-010672,Pr1 Tl2 In1 Se4,False,121,tetragonal
mb-mp-is-metal-067979,Cd17 I34,False,156,trigonal
mb-mp-is-metal-101866,Tl4 Te2 I12,False,14,monoclinic
mb-mp-is-metal-094300,La16 Se24,False,122,tetragonal
mb-mp-is-metal-098237,Ag2 Hg1 I4,False,82,tetragonal
mb-mp-is-metal-081763,Ca1 F2,False,225,cubic
mb-mp-is-metal-004059,Ce8 U2 O21,True,65,orthorhombic
mb-mp-is-metal-053761,Y3 Al3 Pd3,True,189,hexagonal
mb-mp-is-metal-091574,In2 N2,True,186,hexagonal
mb-mp-is-metal-092808,Ag2 Bi2 P4 S12,False,2,triclinic
mb-mp-is-metal-087833,Cd32 Sb16 I24,False,205,cubic
mb-mp-is-metal-066701,Ho2 Si2,True,63,orthorhombic
mb-mp-is-metal-034766,Li2 Cu10 P6 O26,True,2,triclinic
mb-mp-is-metal-011283,Te4 Mo1 W3 S4,True,156,trigonal
mb-mp-is-metal-019685,Li3 Mn1 As2,True,115,tetragonal
mb-mp-is-metal-078451,Cs4 Sn6 Sb4 S20,False,14,monoclinic
mb-mp-is-metal-029982,Fe4 O4 F4,False,26,orthorhombic
mb-mp-is-metal-023911,Fe4 O4 F4,False,14,monoclinic
mb-mp-is-metal-049474,Ba8 Sn4 Se20,False,14,monoclinic
mb-mp-is-metal-065438,P4 W20 O68,True,4,monoclinic
mb-mp-is-metal-104928,Pr2 Te4,True,129,tetragonal
mb-mp-is-metal-006022,In2 Ag2 Se4,True,43,orthorhombic
mb-mp-is-metal-034378,Tm3 Mn3 Ge3,True,189,hexagonal
mb-mp-is-metal-082776,Cd2 As4,False,98,tetragonal
mb-mp-is-metal-025913,Li4 Cu4 P4 O16,True,7,monoclinic
mb-mp-is-metal-025817,Ho1 Si2 Pt2,True,139,tetragonal
mb-mp-is-metal-003650,Y8 O12,False,62,orthorhombic
mb-mp-is-metal-038938,Cd13 I28,True,156,trigonal
mb-mp-is-metal-064430,Zn48 As32,False,110,tetragonal
mb-mp-is-metal-003410,Fe4 As8 O28,True,14,monoclinic
mb-mp-is-metal-102452,Dy2 P2 O8,False,141,tetragonal
mb-mp-is-metal-052014,Tl4 Mo14 O44,True,15,monoclinic
mb-mp-is-metal-067692,Ru2 Cl6,True,193,hexagonal
mb-mp-is-metal-072336,Y6 Ga2 S12,False,36,orthorhombic
mb-mp-is-metal-088629,Pr2 Lu2 Se6,False,63,orthorhombic
mb-mp-is-metal-003513,Ca8 Sn4 S16,False,14,monoclinic
mb-mp-is-metal-095127,Li2 Pr1 In1,True,225,cubic
mb-mp-is-metal-036170,Li4 Mn4 P8 O28,False,14,monoclinic
mb-mp-is-metal-081746,Rb1 Cl1,False,225,cubic
mb-mp-is-metal-059941,Cd4 I8,False,166,trigonal
mb-mp-is-metal-095225,Cu1 Br1,False,216,cubic
mb-mp-is-metal-028515,Zn18 S18,False,160,trigonal
mb-mp-is-metal-066015,Mo4 O12,False,7,monoclinic
mb-mp-is-metal-063194,Tb1 Y1 Hg2,True,225,cubic
mb-mp-is-metal-024413,Na6 Cl6,False,194,hexagonal
mb-mp-is-metal-001993,Bi2 Te2 Se1,False,166,trigonal
mb-mp-is-metal-018153,Fe6 O7 F5,False,1,triclinic
mb-mp-is-metal-082486,Rb4 Ag2 P2 S8,False,2,triclinic
mb-mp-is-metal-091471,Mn4 Sb8 O16,False,135,tetragonal
mb-mp-is-metal-077369,Rb2 In2 Te6 O16,False,2,triclinic
mb-mp-is-metal-069986,Cd12 I24,False,156,trigonal
mb-mp-is-metal-101017,Ce2 Si2 Os2,True,129,tetragonal
mb-mp-is-metal-020822,Cu12 O6 F12,True,15,monoclinic
mb-mp-is-metal-076474,Rb4 Cd4 B12 O24,False,15,monoclinic
mb-mp-is-metal-104407,Gd2 Al1 Co2,True,71,orthorhombic
mb-mp-is-metal-088757,K4 V2 Cu2 S8,False,70,orthorhombic
mb-mp-is-metal-005999,Fe2 Cu2 S4,True,115,tetragonal
mb-mp-is-metal-066629,K8 Sn8 Au8 S24,False,103,tetragonal
mb-mp-is-metal-088427,Ba2 Ag4,True,191,hexagonal
mb-mp-is-metal-092891,Cs8 Th4 P12 S36,False,2,triclinic
mb-mp-is-metal-057850,Ag12 As12 S24,False,15,monoclinic
mb-mp-is-metal-089973,Zn1 In2 Te4,False,82,tetragonal
mb-mp-is-metal-038619,Sm1 Cu1 Si1,True,187,hexagonal
mb-mp-is-metal-045439,Mg3 Tl1,True,139,tetragonal
mb-mp-is-metal-015908,Li8 Cu8 P8 O32,False,61,orthorhombic
mb-mp-is-metal-088978,Zr1 Se2,False,164,trigonal
mb-mp-is-metal-083293,Zn2 Cu4 Si2 Se8,False,31,orthorhombic
mb-mp-is-metal-038864,Ca4 Te4,False,194,hexagonal
mb-mp-is-metal-064361,Rb2 H4 I6 O18,False,1,triclinic
mb-mp-is-metal-103061,Pr2 B4 Ru4,True,70,orthorhombic
mb-mp-is-metal-037008,Na2 Ni4 O6,True,12,monoclinic
mb-mp-is-metal-026607,Sn4 Sb2 S4 I6,False,36,orthorhombic
mb-mp-is-metal-061460,Pb12 I24,False,156,trigonal
mb-mp-is-metal-092015,Tc6 Pd2,True,194,hexagonal
mb-mp-is-metal-097605,Be44 Re2,True,227,cubic
mb-mp-is-metal-020329,Hg3 Te3,False,154,trigonal
mb-mp-is-metal-003175,Co6 O6 F6,True,31,orthorhombic
mb-mp-is-metal-101654,Cs2 Ag2 Cl6,True,139,tetragonal
mb-mp-is-metal-073299,Eu6 In4 P8,True,58,orthorhombic
mb-mp-is-metal-077589,Ba6 Y2 Ir4 O18,True,194,hexagonal
mb-mp-is-metal-004925,Cu2 Se1,False,44,orthorhombic
mb-mp-is-metal-016807,Ce12 Mo4 O28,False,19,orthorhombic
mb-mp-is-metal-081670,Ga1 Sb1,True,216,cubic
mb-mp-is-metal-050769,Nd2 Mg4,True,227,cubic
mb-mp-is-metal-052093,Li8 Cr6 Ni2 O16,True,2,triclinic
mb-mp-is-metal-055767,Sr2 Sn2 O6,False,140,tetragonal
mb-mp-is-metal-068895,Cd8 I16,False,156,trigonal
mb-mp-is-metal-067951,Cd11 I22,False,156,trigonal
mb-mp-is-metal-083305,Cu4 P4 S12,False,136,tetragonal
mb-mp-is-metal-019867,Li8 Bi1 S6,True,148,trigonal
mb-mp-is-metal-034311,Ag4 O4,False,14,monoclinic
mb-mp-is-metal-089923,Sm1 Ni1 As1,True,187,hexagonal
mb-mp-is-metal-104080,Cd2 Au2 O4,False,2,triclinic
mb-mp-is-metal-081738,Ag1 Cl1,False,225,cubic
mb-mp-is-metal-022915,Fe8 O8 F8,False,6,monoclinic
mb-mp-is-metal-055795,La4 In2,True,194,hexagonal
mb-mp-is-metal-065719,Th4 Cr4 B16,True,55,orthorhombic
mb-mp-is-metal-063688,Y6 Si6 Pd4,True,63,orthorhombic
mb-mp-is-metal-002709,Fe12 N4,True,62,orthorhombic
mb-mp-is-metal-038596,Tl1 Sb1 Se2,False,38,orthorhombic
mb-mp-is-metal-040156,Mn4 O2 F6,False,74,orthorhombic
mb-mp-is-metal-083115,Lu2 Cd1 Ag1,True,225,cubic
mb-mp-is-metal-012337,Bi2 I6,False,11,monoclinic
mb-mp-is-metal-022749,Ti4 O8,False,14,monoclinic
mb-mp-is-metal-021906,Fe18 O18 F18,True,6,monoclinic
mb-mp-is-metal-014503,Fe12 O12 F12,True,6,monoclinic
mb-mp-is-metal-068875,Yb2 Cu2 Ge2,True,186,hexagonal
mb-mp-is-metal-059991,Li12 Nb12 O36,False,1,triclinic
mb-mp-is-metal-056201,K2 Rb1 Sb1,False,225,cubic
mb-mp-is-metal-105621,Te2 Pd1,True,164,trigonal
mb-mp-is-metal-029209,Li6 Mn5 Co1 O12,True,2,triclinic
mb-mp-is-metal-103180,Yb2 In8 Ni2,True,63,orthorhombic
mb-mp-is-metal-001969,U1 Ga2,True,191,hexagonal
mb-mp-is-metal-027203,Li6 Mn4 P6 O24,False,5,monoclinic
mb-mp-is-metal-076465,B4 Mo2 Pb12 O24,False,63,orthorhombic
mb-mp-is-metal-020158,Fe6 O7 F5,False,6,monoclinic
mb-mp-is-metal-067907,Cd11 I22,False,156,trigonal
mb-mp-is-metal-090144,Ag1 Br1,False,216,cubic
mb-mp-is-metal-091139,Nd2 Rh2,False,63,orthorhombic
mb-mp-is-metal-089860,Ho2 Si4 Pt4,True,129,tetragonal
mb-mp-is-metal-027742,Gd2 O3,False,164,trigonal
mb-mp-is-metal-087159,Hf4 Ge2,True,140,tetragonal
mb-mp-is-metal-033919,Cr2 O6,False,40,orthorhombic
mb-mp-is-metal-069823,Zn28 S28,False,156,trigonal
mb-mp-is-metal-033939,Ca1 Eu1 O2,True,166,trigonal
mb-mp-is-metal-091917,Cs1 K2 Sb1,False,225,cubic
mb-mp-is-metal-024442,Li8 Mn8 P16 O56,False,1,triclinic
mb-mp-is-metal-074447,Rb12 Sb8 Br36,False,14,monoclinic
mb-mp-is-metal-031912,Li2 Nb2 O6,False,12,monoclinic
mb-mp-is-metal-045189,Al2 Fe1 Ni1,True,225,cubic
mb-mp-is-metal-041166,Cd4 Sn4 O12,False,62,orthorhombic
mb-mp-is-metal-021705,Er1 B6,True,221,cubic
mb-mp-is-metal-100084,Hf1 Co2 Si2,True,139,tetragonal
mb-mp-is-metal-088660,Tb2 Al1 Co2,True,71,orthorhombic
mb-mp-is-metal-082860,Li1 Y2 Ru1,True,225,cubic
mb-mp-is-metal-093959,Fe4 P16,False,15,monoclinic
mb-mp-is-metal-021162,Mn10 O5 F15,False,1,triclinic
mb-mp-is-metal-059716,Li2 Zn1 Ge1,True,216,cubic
mb-mp-is-metal-086497,Ga1 Fe3,True,221,cubic
mb-mp-is-metal-105834,La6 F18,False,165,trigonal
mb-mp-is-metal-011251,Mn12 O24,False,156,trigonal
mb-mp-is-metal-068176,Sb4 S4 I4,False,62,orthorhombic
mb-mp-is-metal-081177,La1 Sb1,True,225,cubic
mb-mp-is-metal-012721,Ag4 S2,True,64,orthorhombic
mb-mp-is-metal-054197,Ga2 As2,False,186,hexagonal
mb-mp-is-metal-053340,Sr6 Nb7 O21,True,148,trigonal
mb-mp-is-metal-088592,Co4 Sb12,False,204,cubic
mb-mp-is-metal-028739,Li8 Cu2 P4 O16,True,1,triclinic
mb-mp-is-metal-063280,Ba4 Er2 Ga2 Se10,False,2,triclinic
mb-mp-is-metal-059968,Cs1 Ge1 I3,False,8,monoclinic
mb-mp-is-metal-101103,Sc1 Sb1 Ru2,True,225,cubic
mb-mp-is-metal-061050,Tl8 Os8 O27,True,115,tetragonal
mb-mp-is-metal-047207,Ta1 Ti1 Fe2,True,225,cubic
mb-mp-is-metal-079169,Cs2 Se1 Cl1 F6,True,225,cubic
mb-mp-is-metal-066790,Si2 Ni1 P3,True,44,orthorhombic
mb-mp-is-metal-083575,Sm4 In2,True,194,hexagonal
mb-mp-is-metal-058122,Li12 Mn8 P12 O48,False,14,monoclinic
mb-mp-is-metal-082484,Ba5 In4 Te4 S7,False,44,orthorhombic
mb-mp-is-metal-018710,Zn2 In4 S8,False,164,trigonal
mb-mp-is-metal-069871,Tl18 S9,False,146,trigonal
mb-mp-is-metal-072470,Na4 Y4 Te16 O40,False,133,tetragonal
mb-mp-is-metal-100332,Sr2 In4 Ir2,True,63,orthorhombic
mb-mp-is-metal-026701,Zn1 In2 S4,False,156,trigonal
mb-mp-is-metal-036865,Fe16 O24,False,33,orthorhombic
mb-mp-is-metal-090798,Y1 Sb1 Pt1,False,216,cubic
mb-mp-is-metal-089775,Mn4 Si4,True,198,cubic
mb-mp-is-metal-050883,Rb2 Cr1 F6,True,225,cubic
mb-mp-is-metal-087919,Ho3 Al1 C1,True,221,cubic
mb-mp-is-metal-085194,Cs2 Ag1 Bi1 Cl6,False,225,cubic
mb-mp-is-metal-029827,Sm1 Ni2 Sn2,True,139,tetragonal
mb-mp-is-metal-059772,W6 Cl18,True,148,trigonal
mb-mp-is-metal-081863,Li1 Tm2 Ru1,True,225,cubic
